HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0000821	OG0000036	n9			CBRI.L5515_002670, CBRI.L5515_002671, CBRI.L5515_002672	CELE.CELE_Y52B11A.5	CINO.Sp34_30304300, CINO.Sp34_30304400, CINO.Sp34_30304600, CINO.Sp34_30304700, CINO.Sp34_30304900, CINO.Sp34_30305000, CINO.Sp34_30310700, CINO.Sp34_30312000, CINO.Sp34_40135800, CINO.Sp34_40135900	CNIO.Cnig_chr_I.g3717, CNIO.Cnig_chr_I.g3718, CNIO.Cnig_chr_I.g3720, CNIO.Cnig_chr_I.g3721, CNIO.Cnig_chr_I.g3722, CNIO.Cnig_chr_I.g3723, CNIO.Cnig_chr_I.g3724, CNIO.Cnig_chr_V.g18289, CNIO.Cnig_chr_V.g18290, CNIO.Cnig_chr_V.g18291, CNIO.Cnig_chr_V.g18292, CNIO.Cnig_chr_V.g18295, CNIO.Cnig_chr_V.g18299, CNIO.Cnig_chr_V.g18300, CNIO.nigoni.pc_2016.07.11_010.g27480	CREM.GCK72_003520, CREM.GCK72_003523, CREM.GCK72_003524, CREM.GCK72_003525, CREM.GCK72_003526, CREM.GCK72_003530, CREM.GCK72_003532, CREM.GCK72_003533, CREM.GCK72_004648						
N7.HOG0000822	OG0000036	n47			CBRI.L5515_009422	CELE.CELE_F17B5.3, CELE.CELE_M162.1, CELE.CELE_M162.6, CELE.CELE_Y49F6B.14, CELE.CELE_Y50D4B.5, CELE.CELE_Y51A2A.14, CELE.CELE_Y51A2A.17, CELE.CELE_Y51A2A.18, CELE.CELE_Y51A2A.6, CELE.CELE_Y60A3A.2, CELE.CELE_ZK1225.10, CELE.CELE_ZK1225.9		CNIO.Cnig_chr_V.g18293							
N7.HOG0000823	OG0000036	n60			CBRI.L5515_002651	CELE.CELE_Y18D10A.10, CELE.CELE_Y18D10A.12, CELE.CELE_Y18D10A.24	CINO.Sp34_10056400, CINO.Sp34_10056600, CINO.Sp34_10056700	CNIO.Cnig_chr_I.g3634, CNIO.Cnig_chr_I.g3638, CNIO.Cnig_chr_I.g3639, CNIO.Cnig_chr_I.g3640, CNIO.Cnig_chr_I.g3641, CNIO.Cnig_chr_I.g3642, CNIO.Cnig_chr_I.g3646	CREM.GCK72_003456, CREM.GCK72_003457, CREM.GCK72_003458, CREM.GCK72_003459, CREM.GCK72_003460, CREM.GCK72_003461						
N7.HOG0000824	OG0000036	n82				CELE.CELE_F36G9.11, CELE.CELE_F36G9.17		CNIO.Cni-clec-232							
N7.HOG0000825	OG0000036	n85			CBRI.L5515_009437	CELE.CELE_ZC15.6		CNIO.Cnig_chr_V.g21309	CREM.GCK72_019724, CREM.GCK72_019725, CREM.GCK72_019726, CREM.GCK72_019730						
N7.HOG0000826	OG0000036	n91			CBRI.L5515_009178, CBRI.L5515_009186, CBRI.L5515_009188, CBRI.L5515_009189, CBRI.L5515_009190	CELE.CELE_F17B5.5, CELE.CELE_F21H7.4		CNIO.Cnig_chr_V.g20873, CNIO.Cnig_chr_V.g20874, CNIO.Cnig_chr_V.g20882, CNIO.Cnig_chr_V.g20883, CNIO.Cnig_chr_V.g20884	CREM.GCK72_019734, CREM.GCK72_019735						
N7.HOG0000827	OG0000036	n104			CBRI.L5515_009187			CNIO.Cnig_chr_I.g3719							
N7.HOG0000828	OG0000036	n108			CBRI.L5515_015393, CBRI.L5515_015394	CELE.CELE_W09G10.5, CELE.CELE_W10G11.12		CNIO.Cnig_chr_II.g7253, CNIO.Cnig_chr_II.g7254, CNIO.Cnig_chr_II.g7255, CNIO.Cnig_chr_II.g7256	CREM.GCK72_006952, CREM.GCK72_006953, CREM.GCK72_006955						
N7.HOG0000829	OG0000036	n119			CBRI.L5515_015390	CELE.CELE_F36F12.5, CELE.CELE_F36F12.6		CNIO.Cnig_chr_II.g7246, CNIO.Cnig_chr_II.g7247	CREM.GCK72_006945						
N7.HOG0000830	OG0000036	n125				CELE.CELE_C31G12.2, CELE.CELE_F16H6.2, CELE.CELE_F26D2.12, CELE.CELE_F49H6.1, CELE.CELE_F49H6.2, CELE.CELE_T27C5.7, CELE.CELE_T27D12.3, CELE.CELE_W04H10.4, CELE.CELE_Y102A5C.16, CELE.CELE_Y102A5C.17, CELE.CELE_Y102A5C.7, CELE.CELE_Y51A2A.1, CELE.CELE_Y68A4B.1, CELE.CELE_Y68A4B.2									
N7.HOG0000831	OG0000036	n140			CBRI.L5515_015391, CBRI.L5515_015396, CBRI.L5515_015397	CELE.CELE_W09G10.6	CINO.Sp34_20038600, CINO.Sp34_20039100, CINO.Sp34_20039300	CNIO.Cnig_chr_II.g7248, CNIO.Cnig_chr_II.g7257, CNIO.Cnig_chr_II.g7258, CNIO.Cnig_chr_II.g7259	CREM.GCK72_006946, CREM.GCK72_006947, CREM.GCK72_006948, CREM.GCK72_006949, CREM.GCK72_006951						
N7.HOG0000832	OG0000036	n155			CBRI.L5515_015392, CBRI.L5515_015395	CELE.CELE_F36D3.10, CELE.CELE_W10G11.13, CELE.CELE_W10G11.14, CELE.CELE_W10G11.15, CELE.CELE_W10G11.5, CELE.CELE_W10G11.6, CELE.CELE_W10G11.7, CELE.CELE_Y25C1A.3, CELE.CELE_Y25C1A.4		CNIO.Cnig_chr_II.g7251, CNIO.Cnig_chr_II.g7252	CREM.GCK72_006954						
N7.HOG0000833	OG0000036	n169					CINO.Sp34_10032900, CINO.Sp34_30089910, CINO.Sp34_50265500								
N7.HOG0000834	OG0000036	n172			CBRI.L5515_001850			CNIO.Cnig_chr_I.g2444	CREM.GCK72_002795						
N7.HOG0000835	OG0000036	n176				CELE.CELE_ZK39.5, CELE.CELE_ZK39.6									
N7.HOG0000836	OG0000036	n179			CBRI.L5515_002635	CELE.CELE_ZK39.7		CNIO.Cnig_chr_I.g3608	CREM.GCK72_003486						
N7.HOG0000837	OG0000036	n182				CELE.CELE_Y59H11AR.5			CREM.GCK72_003485, CREM.GCK72_003494						
N7.HOG0000838	OG0000036	n184			CBRI.L5515_002633	CELE.CELE_ZK39.8		CNIO.Cnig_chr_I.g3610							
N7.HOG0000839	OG0000036	n186			CBRI.L5515_002636	CELE.CELE_C17F4.1, CELE.CELE_R02F11.12, CELE.CELE_T26E3.1, CELE.CELE_ZK39.2, CELE.CELE_ZK39.3, CELE.CELE_ZK39.4, CELE.CELE_ZK39.9		CNIO.Cnig_chr_I.g3607	CREM.GCK72_003488						
N7.HOG0000840	OG0000036	n195				CELE.CELE_F17B5.10, CELE.CELE_Y116A8A.1, CELE.CELE_Y116A8A.3, CELE.CELE_Y26D4A.6, CELE.CELE_Y53H1A.3			CREM.GCK72_003512						
N7.HOG0000841	OG0000037	n9					CINO.Sp34_30012600								
N7.HOG0000842	OG0000037	n16			CBRI.L5515_011037		CINO.Sp34_10166500, CINO.Sp34_40205800		CREM.GCK72_004608						
N7.HOG0000843	OG0000037	n20			CBRI.L5515_014784	CELE.CELE_EGAP2.1	CINO.Sp34_20098700	CNIO.Cni-EGAP2.1	CREM.GCK72_005978						
N7.HOG0000844	OG0000037	n67					CINO.Sp34_10304600	CNIO.nigoni.pc_2016.07.11_011.g27577							
N7.HOG0000845	OG0000037	n133					CINO.Sp34_30266100, CINO.Sp34_50139800								
N7.HOG0000846	OG0000037	n136			CBRI.L5515_012846		CINO.Sp34_10166600, CINO.Sp34_10316600, CINO.Sp34_10316700, CINO.Sp34_20115400, CINO.Sp34_30108900, CINO.Sp34_30125500, CINO.Sp34_40294400		CREM.GCK72_004439, CREM.GCK72_017389, CREM.GCK72_022755						
N7.HOG0000847	OG0000037	n146					CINO.Sp34_10121800		CREM.GCK72_004609, CREM.GCK72_017388						
N7.HOG0000848	OG0000037	n149						CNIO.Cnig_chr_II.g4668, CNIO.Cnig_chr_II.g4934, CNIO.Cnig_chr_III.g9050, CNIO.Cnig_chr_V.g17189, CNIO.Cnig_chr_V.g17709	CREM.GCK72_007265, CREM.GCK72_021249, CREM.GCK72_022678						
N7.HOG0000849	OG0000037	n158					CINO.Sp34_30270500								
N7.HOG0000850	OG0000037	n161			CBRI.L5515_009585		CINO.Sp34_10216500, CINO.Sp34_10229400, CINO.Sp34_10280500, CINO.Sp34_30072500, CINO.Sp34_30137900								
N7.HOG0000851	OG0000037	n189			CBRI.L5515_000150	CELE.CELE_ZC123.4	CINO.Sp34_10230300	CNIO.Cni-ZC123.4	CREM.GCK72_001378						
N7.HOG0000852	OG0000038	n1			CBRI.L5515_009553			CNIO.Cnig_chr_V.g21445	CREM.GCK72_009092						
N7.HOG0000853	OG0000038	n4					CINO.Sp34_10133700								
N7.HOG0000854	OG0000038	n12			CBRI.L5515_011487	CELE.CELE_ZK829.10	CINO.Sp34_10224100, CINO.Sp34_10224200, CINO.Sp34_20069500, CINO.Sp34_30271300, CINO.Sp34_30271510, CINO.Sp34_40106000, CINO.Sp34_40230700, CINO.Sp34_40230800, CINO.Sp34_40234900, CINO.Sp34_40298510, CINO.Sp34_40298520, CINO.Sp34_50120310, CINO.Sp34_50265100	CNIO.Cnig_chr_IV.g14124							
N7.HOG0000855	OG0000038	n30			CBRI.L5515_009275, CBRI.L5515_010345, CBRI.L5515_011486, CBRI.L5515_013222			CNIO.Cnig_chr_IV.g13413, CNIO.Cnig_chr_IV.g14119, CNIO.Cnig_chr_V.g20912	CREM.GCK72_022856						
N7.HOG0000856	OG0000038	n40					CINO.Sp34_10016000, CINO.Sp34_30030300, CINO.Sp34_30271400, CINO.Sp34_30271520, CINO.Sp34_50265200	CNIO.Cnig_chr_IV.g12925	CREM.GCK72_013056						
N7.HOG0000857	OG0000038	n46					CINO.Sp34_50001400	CNIO.Cnig_chr_II.g4959, CNIO.Cnig_chr_III.g8684							
N7.HOG0000858	OG0000038	n48			CBRI.L5515_009202										
N7.HOG0000859	OG0000038	n49					CINO.Sp34_10215500, CINO.Sp34_40043900								
N7.HOG0000860	OG0000038	n50					CINO.Sp34_10127700, CINO.Sp34_10132020, CINO.Sp34_40239300, CINO.Sp34_50410500								
N7.HOG0000861	OG0000038	n59					CINO.Sp34_10065600, CINO.Sp34_10318700, CINO.Sp34_20166300, CINO.Sp34_20249700, CINO.Sp34_20323400, CINO.Sp34_20324300, CINO.Sp34_30232310, CINO.Sp34_40102100, CINO.Sp34_40130400, CINO.Sp34_40206700, CINO.Sp34_40260700, CINO.Sp34_40261200, CINO.Sp34_50296310								
N7.HOG0000862	OG0000038	n73			CBRI.L5515_010346, CBRI.L5515_010756, CBRI.L5515_017965		CINO.Sp34_10038400, CINO.Sp34_10038500, CINO.Sp34_10250600, CINO.Sp34_30085800, CINO.Sp34_30089200, CINO.Sp34_40092900, CINO.Sp34_40235000, CINO.Sp34_50019200, CINO.Sp34_50336300	CNIO.Cnig_chr_X.g24436							
N7.HOG0000863	OG0000038	n85					CINO.Sp34_40069500	CNIO.Cnig_chr_I.g3074, CNIO.Cnig_chr_I.g685, CNIO.Cnig_chr_II.g5343, CNIO.Cnig_chr_II.g6810, CNIO.Cnig_chr_III.g10361, CNIO.Cnig_chr_IV.g12768, CNIO.Cnig_chr_IV.g12926, CNIO.Cnig_chr_IV.g15750, CNIO.Cnig_chr_V.g16726, CNIO.Cnig_chr_V.g19388, CNIO.Cnig_chr_V.g21256, CNIO.Cnig_chr_V.g21716, CNIO.Cnig_chr_X.g25416, CNIO.nigoni.pc_2016.07.11_007.g26998, CNIO.nigoni.pc_2016.07.11_008.g27242	CREM.GCK72_003977, CREM.GCK72_012265, CREM.GCK72_012673, CREM.GCK72_013064						
N7.HOG0000864	OG0000038	n99					CINO.Sp34_10143010, CINO.Sp34_10153620		CREM.GCK72_002484						
N7.HOG0000865	OG0000038	n101			CBRI.L5515_002505		CINO.Sp34_20230100, CINO.Sp34_30241900, CINO.Sp34_40241200, CINO.Sp34_50001300, CINO.Sp34_50001600, CINO.Sp34_50001700, CINO.Sp34_50247500	CNIO.Cnig_chr_V.g21315, CNIO.Cnig_chr_X.g26107, CNIO.nigoni.pc_2016.07.11_007.g26761, CNIO.nigoni.pc_2016.07.11_012.g27661, CNIO.nigoni.pc_2016.07.11_014.g27856							
N7.HOG0000866	OG0000038	n113					CINO.Sp34_20138400	CNIO.Cnig_chr_IV.g14274							
N7.HOG0000867	OG0000038	n115					CINO.Sp34_10295200, CINO.Sp34_20283200, CINO.Sp34_30336000								
N7.HOG0000868	OG0000038	n155					CINO.Sp34_10071920, CINO.Sp34_10077500, CINO.Sp34_10298100, CINO.Sp34_20048800, CINO.Sp34_30069000, CINO.Sp34_30146800, CINO.Sp34_30167300, CINO.Sp34_40165700, CINO.Sp34_40209800, CINO.Sp34_40305600, CINO.Sp34_50342100	CNIO.Cnig_chr_I.g3316, CNIO.Cnig_chr_IV.g13437, CNIO.Cnig_chr_V.g21335, CNIO.nigoni.pc_2016.07.11_007.g27132	CREM.GCK72_020520						
N7.HOG0000869	OG0000038	n170					CINO.Sp34_40241300	CNIO.Cnig_chr_V.g19001							
N7.HOG0000870	OG0000038	n171					CINO.Sp34_10126600, CINO.Sp34_10126800, CINO.Sp34_10127600, CINO.Sp34_10128800, CINO.Sp34_10130900, CINO.Sp34_10171300, CINO.Sp34_30068600, CINO.Sp34_40122600, CINO.Sp34_40172600, CINO.Sp34_40241700, CINO.Sp34_40295600, CINO.Sp34_40339900, CINO.Sp34_50102800								
N7.HOG0000871	OG0000038	n183			CBRI.L5515_006479		CINO.Sp34_10097910, CINO.Sp34_30262600, CINO.Sp34_50000400, CINO.Sp34_50039400, CINO.Sp34_50326920	CNIO.Cnig_chr_V.g17405	CREM.GCK72_019964						
N7.HOG0000872	OG0000038	n190						CNIO.Cnig_chr_I.g606, CNIO.Cnig_chr_I.g775, CNIO.Cnig_chr_V.g17582							
N7.HOG0000873	OG0000039	n8			CBRI.L5515_006702	CELE.CELE_W02D7.2		CNIO.Cni-clec-218	CREM.GCK72_018817						
N7.HOG0000874	OG0000039	n13			CBRI.L5515_013660	CELE.CELE_F35C5.9	CINO.Sp34_20168910	CNIO.Cni-clec-66	CREM.GCK72_003834						
N7.HOG0000875	OG0000039	n17			CBRI.L5515_013661	CELE.CELE_F35C5.8	CINO.Sp34_20168800	CNIO.Cni-clec-65	CREM.GCK72_003833						
N7.HOG0000876	OG0000039	n21			CBRI.L5515_013353, CBRI.L5515_013354			CNIO.Cnig_chr_II.g4600, CNIO.Cnig_chr_II.g4601	CREM.GCK72_005131						
N7.HOG0000877	OG0000039	n26			CBRI.L5515_014142, CBRI.L5515_014145	CELE.CELE_ZK666.3, CELE.CELE_ZK673.9	CINO.Sp34_40055000	CNIO.Cnig_chr_II.g5654, CNIO.Cnig_chr_II.g5657	CREM.GCK72_005530						
N7.HOG0000878	OG0000039	n37			CBRI.L5515_014147	CELE.CELE_ZK666.5, CELE.CELE_ZK666.6		CNIO.Cnig_chr_II.g5660	CREM.GCK72_005528						
N7.HOG0000879	OG0000039	n41			CBRI.L5515_002565, CBRI.L5515_002566, CBRI.L5515_002568	CELE.CELE_ZK666.13		CNIO.Cnig_chr_I.g3515, CNIO.Cnig_chr_I.g3517, CNIO.Cnig_chr_I.g3518, CNIO.Cnig_chr_I.g3519, CNIO.Cnig_chr_I.g3520, CNIO.Cnig_chr_I.g3521, CNIO.Cnig_chr_I.g3522, CNIO.Cnig_chr_I.g3523, CNIO.Cnig_chr_I.g3524, CNIO.Cnig_chr_I.g3526, CNIO.Cnig_chr_I.g3527, CNIO.Cnig_chr_I.g3528, CNIO.Cnig_chr_I.g3531	CREM.GCK72_003264, CREM.GCK72_003265, CREM.GCK72_003266, CREM.GCK72_003267, CREM.GCK72_003272, CREM.GCK72_003273, CREM.GCK72_003274, CREM.GCK72_003275, CREM.GCK72_003276, CREM.GCK72_003277, CREM.GCK72_003278, CREM.GCK72_003280, CREM.GCK72_003317						
N7.HOG0000880	OG0000039	n72			CBRI.L5515_012439, CBRI.L5515_014149	CELE.CELE_Y39A1B.1, CELE.CELE_ZK666.7		CNIO.Cnig_chr_II.g5662, CNIO.Cnig_chr_IV.g15477, CNIO.Cnig_chr_IV.g15478	CREM.GCK72_005526						
N7.HOG0000881	OG0000039	n80			CBRI.L5515_013663	CELE.CELE_F35C5.5	CINO.Sp34_20220300		CREM.GCK72_003830						
N7.HOG0000882	OG0000039	n83			CBRI.L5515_013662	CELE.CELE_F35C5.6, CELE.CELE_F35C5.7	CINO.Sp34_20220400, CINO.Sp34_20221100	CNIO.Cnig_chr_II.g5080	CREM.GCK72_003831						
N7.HOG0000883	OG0000039	n89			CBRI.L5515_014143, CBRI.L5515_014146			CNIO.Cnig_chr_II.g5655, CNIO.Cnig_chr_II.g5658, CNIO.Cnig_chr_II.g5659							
N7.HOG0000884	OG0000039	n93							CREM.GCK72_003268, CREM.GCK72_003270, CREM.GCK72_003271						
N7.HOG0000885	OG0000039	n95				CELE.CELE_F15D3.2		CNIO.Cnig_chr_I.g3525, CNIO.Cnig_chr_I.g3529	CREM.GCK72_003316						
N7.HOG0000886	OG0000039	n99			CBRI.L5515_004409	CELE.CELE_F09G8.8	CINO.Sp34_30234810	CNIO.Cni-clec-160	CREM.GCK72_009795						
N7.HOG0000887	OG0000040	n8			CBRI.L5515_012634	CELE.CELE_Y104H12A.1	CINO.Sp34_40008800	CNIO.Cni-nhr-41	CREM.GCK72_015635						
N7.HOG0000888	OG0000040	n14			CBRI.L5515_009211, CBRI.L5515_009213, CBRI.L5515_009287, CBRI.L5515_009288, CBRI.L5515_009290, CBRI.L5515_009291			CNIO.Cnig_chr_V.g20920, CNIO.Cnig_chr_V.g21050, CNIO.Cnig_chr_V.g21051	CREM.GCK72_003244, CREM.GCK72_015272, CREM.GCK72_015346, CREM.GCK72_015537, CREM.GCK72_015538, CREM.GCK72_015540, CREM.GCK72_015541, CREM.GCK72_015543, CREM.GCK72_015545, CREM.GCK72_015549, CREM.GCK72_015550, CREM.GCK72_015556, CREM.GCK72_015573, CREM.GCK72_015576, CREM.GCK72_015581, CREM.GCK72_015583, CREM.GCK72_015585, CREM.GCK72_015586, CREM.GCK72_015588, CREM.GCK72_015598, CREM.GCK72_015604, CREM.GCK72_015606, CREM.GCK72_015616, CREM.GCK72_015625, CREM.GCK72_015626, CREM.GCK72_015632, CREM.GCK72_015633, CREM.GCK72_015654, CREM.GCK72_015678, CREM.GCK72_015679, CREM.GCK72_015680, CREM.GCK72_015681, CREM.GCK72_015682, CREM.GCK72_015683, CREM.GCK72_015933, CREM.GCK72_020724, CREM.GCK72_021418, CREM.GCK72_021674, CREM.GCK72_021699, CREM.GCK72_021700, CREM.GCK72_022565						
N7.HOG0000889	OG0000040	n64			CBRI.L5515_018104	CELE.CELE_F23F12.4	CINO.Sp34_30031000	CNIO.Cnig_chr_I.g3752, CNIO.Cnig_chr_I.g3754, CNIO.Cnig_chr_III.g11711, CNIO.Cnig_chr_IV.g13136, CNIO.Cnig_chr_X.g24597	CREM.GCK72_001357, CREM.GCK72_002967, CREM.GCK72_002976, CREM.GCK72_003261, CREM.GCK72_003297, CREM.GCK72_003298, CREM.GCK72_003299, CREM.GCK72_003300, CREM.GCK72_003301, CREM.GCK72_003302, CREM.GCK72_003303, CREM.GCK72_003304, CREM.GCK72_003305, CREM.GCK72_003306, CREM.GCK72_003307, CREM.GCK72_003308, CREM.GCK72_003309, CREM.GCK72_003455, CREM.GCK72_004399, CREM.GCK72_006477, CREM.GCK72_006479, CREM.GCK72_006688, CREM.GCK72_006986, CREM.GCK72_007089, CREM.GCK72_007108, CREM.GCK72_007289, CREM.GCK72_012849, CREM.GCK72_014938, CREM.GCK72_015416, CREM.GCK72_015417, CREM.GCK72_015483, CREM.GCK72_015484, CREM.GCK72_015500, CREM.GCK72_015501, CREM.GCK72_015555, CREM.GCK72_015557, CREM.GCK72_015558, CREM.GCK72_015559, CREM.GCK72_015560, CREM.GCK72_015561, CREM.GCK72_015562, CREM.GCK72_015563, CREM.GCK72_015564, CREM.GCK72_015565, CREM.GCK72_015566, CREM.GCK72_015567, CREM.GCK72_015568, CREM.GCK72_015569, CREM.GCK72_015570, CREM.GCK72_015571, CREM.GCK72_015572, CREM.GCK72_015574, CREM.GCK72_015575, CREM.GCK72_015578, CREM.GCK72_015579, CREM.GCK72_015589, CREM.GCK72_015590, CREM.GCK72_015591, CREM.GCK72_015592, CREM.GCK72_015593, CREM.GCK72_015594, CREM.GCK72_015595, CREM.GCK72_015596, CREM.GCK72_015597, CREM.GCK72_015600, CREM.GCK72_015601, CREM.GCK72_015602, CREM.GCK72_015603, CREM.GCK72_015605, CREM.GCK72_015607, CREM.GCK72_015608, CREM.GCK72_015609, CREM.GCK72_015610, CREM.GCK72_015611, CREM.GCK72_015612, CREM.GCK72_015613, CREM.GCK72_015614, CREM.GCK72_015615, CREM.GCK72_015617, CREM.GCK72_015618, CREM.GCK72_015619, CREM.GCK72_015621, CREM.GCK72_015622, CREM.GCK72_015623, CREM.GCK72_015627, CREM.GCK72_015628, CREM.GCK72_015629, CREM.GCK72_015630, CREM.GCK72_015643, CREM.GCK72_015723, CREM.GCK72_015724, CREM.GCK72_015725, CREM.GCK72_015726, CREM.GCK72_015828, CREM.GCK72_015829, CREM.GCK72_015830, CREM.GCK72_015831, CREM.GCK72_015832, CREM.GCK72_015833, CREM.GCK72_015834, CREM.GCK72_015835, CREM.GCK72_015836, CREM.GCK72_015837, CREM.GCK72_015842, CREM.GCK72_015843, CREM.GCK72_016192, CREM.GCK72_016337, CREM.GCK72_016646, CREM.GCK72_022372, CREM.GCK72_022779, CREM.GCK72_022780						
N7.HOG0000890	OG0000040	n183			CBRI.L5515_001987	CELE.CELE_K08C9.5	CINO.Sp34_40343010	CNIO.Cni-K08C9.5	CREM.GCK72_001885, CREM.GCK72_002712						
N7.HOG0000891	OG0000040	n188					CINO.Sp34_50139900		CREM.GCK72_007937, CREM.GCK72_007948, CREM.GCK72_007953, CREM.GCK72_011573, CREM.GCK72_011574						
